corpus: preloaded/ententen20_tt31_1
subcorpus: English Wikipedia
size: 1082464
query: Query:[lempos_lc="(create)-v"], GDEX:1000
Reference,Sentence
wikipedia.org | <s> It was created in 1954, combining four smaller districts. </s> 
wikipedia.org | <s> Ultimately, when up and downstream pathways are established, this information will inform research attempting to create drugs to treat TC. </s> 
wikipedia.org | <s> Vann created a ferry across the nearby Conasauga River, and built a tavern and store nearby to supply locals and travelers. </s> 
wikipedia.org | <s> Using a miniature turntable, he was able to create sonic blasts that would make targets more susceptible to his hypnotic suggestions. </s> 
wikipedia.org | <s> The first Act, the British North America Act, 1867, created the self-governing (internally) Dominion of Canada. </s> 
wikipedia.org | <s> The parks was created in 1969 when the state of Tennessee purchased the town of Pickwick Village from the Tennessee Valley Authority. </s> 
wikipedia.org | <s> After the Meiji Restoration the government, in emulation of the European nation states, sought to create a standard Japanese speech. </s> 
wikipedia.org | <s> Furthermore, in 1698 Parliament created the Civil List, a financial arrangement that left the monarch reliant on Parliament for income. </s> 
wikipedia.org | <s> The modern TDEC was created in 1991, with programs in the Department of Health and Environment shifted into the new department. </s> 
wikipedia.org | <s> In some countries a statutory or government-granted monopoly was created to be controlled by legislation, for example Eskom in South Africa. </s> 
wikipedia.org | <s> The TM movement's aspiration is to have global reconstruction to create east-facing entrances, at an estimated cost of $300 trillion. </s> 
wikipedia.org | <s> In 1953 she returned to Broadway for the last time to create the role of Marsinah in the original cast of Kismet. </s> 
wikipedia.org | <s> The Consortium engaged studio UPI-2M from Zagreb, specially for this project to create and produce a unique design for Arena Zagreb. </s> 
wikipedia.org | <s> Boston Chicken created the Einstein Bros. Bagels chain of bakery cafés in 1995, after acquiring several smaller chains of bagel-centric bakeries. </s> 
wikipedia.org | <s> In 1865, William Henry Harvey, who was a lumper, sunk Agataea in Aster, creating the combination Aster amoenus. </s> 
wikipedia.org | <s> The Sigma Chi Foundation was created on November 9, 1939, when the Sigma Chi Endowment Foundation was incorporated in Colorado. </s> 
wikipedia.org | <s> The U.S. Government had the idea of creating Unknown Soldier and Known Soldier in Arlington Cemetery to honor World War I soldiers. </s> 
wikipedia.org | <s> The name Vierburgenland (Land of Four Castles) was created in 1919 by Odo Rötig, a Viennese resident in Sopron. </s> 
wikipedia.org | <s> In 2010, Unitaid created and invested in the Medicines Patent Pool (MPP) to negotiate voluntary licenses for HIV medicines. </s> 
wikipedia.org | <s> There was a comment that "It is best if fans don't write about their favourite bands" above - but let's face it, that is probably how most articles on pop groups get created ! </s> 
wikipedia.org | <s> The .222 Remington Magnum was created by lengthening the case and shortening the neck of the highly accurate and very popular .222 Remington cartridge, which dominated varmint and benchrest shooting during the 1950s. </s> 
wikipedia.org | <s> Mainly inspired by the music she would hear at warehouse parties during her stay in London, Lords teamed up with American singer Wonder with whom she created the lyrics to the song "Control". </s> 
wikipedia.org | <s> On June 24, 2011, Studio 100 announced that the creative team of Daens was brought together to create a new spectacle about the first World War. </s> 
wikipedia.org | <s> Before Wisconsin became a state, he was instrumental in creating Waukesha County from what had been the western half of Milwaukee County. </s> 
wikipedia.org | <s> One primary example can be seen in Harper's New Monthly Magazine, a magazine that was aimed at women and attempted to create a patriotic attitude in the developing nation. </s> 
wikipedia.org | <s> November 5 – Western Railway (India) created as a zone of Indian Railways by merger of the Bombay, Baroda, and Central India Railway with the Saurashtra, Rajputana and Jaipur railways; Central Railway created by merger of the Great Indian Peninsular Railway with local state railways. </s> 
wikipedia.org | <s> Guy, who was very popular as governor throughout the state, and Young, who had a high approval rating as senator for the state, created the closest ever election for one of North Dakota's senate seats. </s> 
wikipedia.org | <s> The strategic situation permitted the development of the Vance plan–a ceasefire supervised by United Nations peacekeepers designed to create conditions for the political settlement of the conflict in Croatia. </s> 
wikipedia.org | <s> On July 13, 2012, President Obama sparked a controversy when he echoed her thoughts in a campaign speech saying, "Somebody helped to create this unbelievable American system that we have that allowed you to thrive. </s> 
wikipedia.org | <s> Researchers at Eindhoven University of Technology create the world's smallest temperature sensor, powered by radio waves, which they say could be used in developing the Internet of Things. </s> 
wikipedia.org | <s> On January 15, the team traded Sam Travis to the Texas Rangers in exchange for pitcher Jeffrey Springs; to create room on the 40-man roster, Bobby Poyner was designated for assignment. </s> 
wikipedia.org | <s> The file manager has a toolbar with options to create an archive, extract an archive, test an archive to detect errors, copy, move, and delete files, and open a file properties menu exclusive to 7-Zip. </s> 
wikipedia.org | <s> AFI Europe Romania will develop AFI Arad Retail Park will be 34,000 sqm GLA Retail Park to be developed in the city center of Arad, on a land plot of 80,000 sqm, creating an inner city retail park, including a hypermarket of approx. 10,000 sqm and additional retail boxes of approx. 1,000 – 2,000 sqm each including fashion, sport and electronics anchors. </s> 
wikipedia.org | <s> In section three, he affirms that not only does he not think there are good reasons for believing that all material objects were created by God, but neither does common sense give reasons to think that God exists at all or that there is an afterlife. </s> 
wikipedia.org | <s> Gold Circle Films created two feature-length movies based on cases featured in A Haunting: The Haunting in Connecticut which was released in 2009, and The Haunting in Connecticut 2: Ghosts of Georgia, released in 2013. </s> 
wikipedia.org | <s> However the difference comes in the fact that the Keasling strain is able to synthesize its own ethanol, and process (by transesterification) the fatty acid further to create stable fatty acid ethyl esters (FAEEs). </s> 
wikipedia.org | <s> N Vasu, have depicted Odia Vaishnavism as 'Buddhist-Vaishnavism', since it does not accept Ramanuja's Viśiṣṭādvaita philosophy (11th century), nor does it adhere to orthodox Gaudiya Vaishnavism created in the 16th century. </s> 
wikipedia.org | <s> From 1685 he was a member of the Privy Council of Ireland and on 29 January 1686, King James II created him Baron of Rathfarnham and Viscount Lisburne in the Peerage of Ireland. </s> 
wikipedia.org | <s> Advanced Chemistry's attitudes revolve around their attempts to create a distinct "Germanness" in hip hop, as opposed to imitating American hip hop as other groups had done. </s> 
wikipedia.org | <s> The use of aeroponic is important for helping to propagate plants with low rate of success in vegetative propagation, plants that have important medicinal uses, plants that are in high demand, and to create new cultivars of certain plant species. </s> 
wikipedia.org | <s> The African Basketball League (ABL) was a men's private professional basketball league in Africa established with the vision of creating opportunities in the sports industry by capturing the rich entertainment culture of Africans to promote sports tourism. </s> 
wikipedia.org | <s> By viewing Reyes' body-cam, Fitz deduces that Morrow is drawing his power from the other dimension and has created a demon core that could destroy half the city if activated. </s> 
wikipedia.org | <s> Government efforts to eradicate the rampant expansion of coca cultivation in Bolivia began in 1983, when Bolivia committed itself to a five-year program to reduce coca production and created the Coca Eradication Directorate (Dirección de la Reconversión de la Coca–Direco) under the Ministry of Agriculture, Campesino Affairs, and Livestock Affairs. </s> 
wikipedia.org | <s> Consequently, Akoustolith was produced by binding well-sorted pumice particles with Portland cement to create an artificial stone, a process which offered consistency and allowed for a variety of shapes and color. </s> 
wikipedia.org | <s> In other words, God does not have a choice whether or not to create the universe, but by virtue of His own existence, He causes it to be. </s> 
